Order_ID,Quantity,Payment_Method
5116,8,Credit Card
5117,1,UPI
5118,7,Cash on Delivery
5119,6,Credit Card
5120,6,Net Banking
5121,8,Debit Card
5122,6,Credit Card
5123,6,Debit Card
5124,1,Credit Card
5125,4,Debit Card
5126,4,Net Banking
5127,6,Cash on Delivery
5128,7,UPI
5129,9,Net Banking
5130,9,UPI
5131,9,Cash on Delivery
5132,2,Cash on Delivery
5133,1,Credit Card
5134,5,Cash on Delivery
5135,3,Credit Card
5136,9,Cash on Delivery
5137,7,Net Banking
5138,6,Cash on Delivery
5139,3,Credit Card
5140,5,UPI
5141,10,Credit Card
5142,8,UPI
5143,8,Cash on Delivery
5144,1,Credit Card
5145,9,Debit Card
5146,10,Debit Card
5147,1,UPI
5148,4,Net Banking
5149,10,Credit Card
5150,1,Credit Card
5151,1,Cash on Delivery
5152,9,Debit Card
5153,9,Cash on Delivery
5154,6,Net Banking
5155,7,Net Banking
5156,9,Credit Card
5157,1,Credit Card
5158,10,UPI
5159,4,Debit Card
5160,1,Cash on Delivery
5161,4,Net Banking
5162,7,Credit Card
5163,9,Debit Card
5164,9,UPI
5165,3,Credit Card
5166,10,Net Banking
5167,7,Net Banking
5168,5,Debit Card
5169,1,UPI
5170,2,Net Banking
5171,10,UPI
5172,7,Net Banking
5173,10,Credit Card
5174,1,UPI
5175,2,Cash on Delivery
5176,4,Cash on Delivery
5177,4,Debit Card
5178,2,Debit Card
5179,4,Cash on Delivery
5180,5,Cash on Delivery
5181,5,Cash on Delivery
5182,9,Net Banking
5183,10,Cash on Delivery
5184,10,Debit Card
5185,1,Net Banking
5186,5,Debit Card
5187,2,Credit Card
5188,1,UPI
5189,8,Net Banking
5190,4,Debit Card
5191,5,UPI
5192,6,Debit Card
5193,3,Credit Card
5194,3,Credit Card
5195,1,Debit Card
5196,7,UPI
5197,4,UPI
5198,7,UPI
5199,3,Cash on Delivery
5200,1,Net Banking
5201,2,Net Banking
5202,4,UPI
5203,2,Cash on Delivery
5204,2,UPI
5205,4,Cash on Delivery
5206,4,UPI
5207,7,Debit Card
5208,8,Credit Card
5209,7,Credit Card
5210,3,Credit Card
5211,3,Cash on Delivery
5212,4,UPI
5213,8,Cash on Delivery
5214,8,UPI
5215,10,Credit Card
5216,4,Debit Card
5217,8,Cash on Delivery
5218,2,Debit Card
5219,10,UPI
5220,6,Debit Card
5221,9,Credit Card
5222,2,Debit Card
5223,8,Debit Card
5224,5,Net Banking
5225,4,Debit Card
5226,2,Credit Card
5227,1,UPI
5228,7,UPI
5229,2,Debit Card
5230,9,Net Banking
5231,5,UPI
5232,9,Cash on Delivery
5233,4,Debit Card
5234,9,Credit Card
5235,10,Net Banking
5236,5,Debit Card
5237,2,Credit Card
5238,7,Debit Card
5239,2,Credit Card
5240,3,Debit Card
5241,2,Debit Card
5242,8,Net Banking
5243,6,Net Banking
5244,2,Debit Card
5245,9,UPI
5246,10,Credit Card
5247,6,Cash on Delivery
5248,7,Cash on Delivery
5249,6,Debit Card
5250,2,Cash on Delivery
5251,5,Debit Card
5252,4,Net Banking
5253,9,Net Banking
5254,6,Net Banking
5255,10,Cash on Delivery
5256,7,Debit Card
5257,5,Debit Card
5258,10,UPI
5259,5,Net Banking
5260,6,UPI
5261,8,Debit Card
5262,8,UPI
5263,1,UPI
5264,8,Credit Card
5265,4,Credit Card
5266,4,Cash on Delivery
5267,10,Cash on Delivery
5268,6,Net Banking
5269,3,Cash on Delivery
5270,8,Debit Card
5271,4,Cash on Delivery
5272,2,Debit Card
5273,6,Credit Card
5274,8,Credit Card
5275,2,Net Banking
5276,2,Credit Card
5277,8,UPI
5278,6,Credit Card
5279,2,Cash on Delivery
5280,4,Cash on Delivery
5281,3,Cash on Delivery
5282,5,Debit Card
5283,4,Debit Card
5284,9,Net Banking
5285,8,Debit Card
5286,9,Cash on Delivery
5287,10,Credit Card
5288,9,Credit Card
5289,9,Cash on Delivery
5290,5,UPI
5291,10,Cash on Delivery
5292,4,UPI
5293,5,Net Banking
5294,7,UPI
5295,1,Net Banking
5296,1,UPI
5297,8,Cash on Delivery
5298,7,Debit Card
5299,4,Credit Card
5300,1,Debit Card
5301,8,Net Banking
5302,8,UPI
5303,10,UPI
5304,6,Credit Card
5305,4,UPI
5306,2,UPI
5307,4,UPI
5308,5,Net Banking
5309,9,UPI
5310,2,Debit Card
5311,4,Cash on Delivery
5312,7,UPI
5313,9,Debit Card
5314,7,Credit Card
5315,7,UPI
5316,2,UPI
5317,2,Net Banking
5318,5,Debit Card
5319,4,Debit Card
5320,2,UPI
5321,6,UPI
5322,10,Debit Card
5323,4,Debit Card
5324,5,Debit Card
5325,5,Debit Card
5326,4,Debit Card
5327,5,Net Banking
5328,6,Cash on Delivery
5329,2,Debit Card
5330,7,Net Banking
5331,7,UPI
5332,3,UPI
5333,2,UPI
5334,6,Credit Card
5335,3,Credit Card
5336,2,Net Banking
5337,5,Credit Card
5338,3,UPI
5339,5,Credit Card
5340,9,Cash on Delivery
5341,8,Debit Card
5342,9,Credit Card
5343,8,Credit Card
5344,10,Debit Card
5345,8,Cash on Delivery
5346,3,Net Banking
5347,1,Debit Card
5348,5,Cash on Delivery
5349,1,Cash on Delivery
5350,10,Cash on Delivery
5351,6,Net Banking
5352,10,Net Banking
5353,6,Cash on Delivery
5354,5,Credit Card
5355,8,Credit Card
5356,2,UPI
5357,10,Cash on Delivery
5358,10,UPI
5359,8,Credit Card
5360,9,Net Banking
5361,9,Cash on Delivery
5362,10,Credit Card
5363,3,Cash on Delivery
5364,10,Cash on Delivery
5365,5,Debit Card
5366,3,Credit Card
5367,9,Cash on Delivery
5368,2,UPI
5369,9,Debit Card
5370,6,Net Banking
5371,9,UPI
5372,5,Cash on Delivery
5373,3,Net Banking
5374,2,Credit Card
5375,2,UPI
5376,10,Credit Card
5377,4,Net Banking
5378,4,Debit Card
5379,1,Net Banking
5380,8,UPI
5381,3,Debit Card
5382,9,Cash on Delivery
5383,10,Cash on Delivery
5384,9,Net Banking
5385,2,UPI
5386,3,Net Banking
5387,3,Debit Card
5388,2,Credit Card
5389,1,Cash on Delivery
5390,4,Net Banking
5391,7,Net Banking
5392,10,Debit Card
5393,5,Cash on Delivery
5394,3,Cash on Delivery
5395,6,Credit Card
5396,7,Debit Card
5397,9,Net Banking
5398,3,Credit Card
5399,10,Debit Card
5400,3,Cash on Delivery
5401,6,UPI
5402,4,Net Banking
5403,3,Cash on Delivery
5404,4,Credit Card
5405,6,Debit Card
5406,7,UPI
5407,10,UPI
5408,4,Debit Card
5409,5,Debit Card
5410,8,Credit Card
5411,8,Credit Card
5412,4,UPI
5413,4,UPI
5414,1,Credit Card
5415,10,Cash on Delivery
5416,7,Credit Card
5417,10,Credit Card
5418,6,UPI
5419,4,UPI
5420,8,Cash on Delivery
5421,7,Credit Card
5422,7,Net Banking
5423,3,Net Banking
5424,6,Net Banking
5425,1,Net Banking
5426,8,Cash on Delivery
5427,4,UPI
5428,4,UPI
5429,1,Net Banking
5430,7,Credit Card
5431,10,Debit Card
5432,9,Debit Card
5433,10,Debit Card
5434,8,Cash on Delivery
5435,9,UPI
5436,7,Debit Card
5437,3,Cash on Delivery
5438,5,UPI
5439,7,UPI
5440,1,Debit Card
5441,6,Debit Card
5442,7,Debit Card
5443,3,Cash on Delivery
5444,1,Credit Card
5445,6,UPI
5446,8,Credit Card
5447,4,Credit Card
5448,9,Net Banking
5449,2,Debit Card
5450,10,UPI
5451,2,Cash on Delivery
5452,4,Net Banking
5453,2,Cash on Delivery
5454,2,Cash on Delivery
5455,6,Debit Card
5456,6,UPI
5457,8,Cash on Delivery
5458,8,UPI
5459,5,Credit Card
5460,1,Credit Card
5461,10,Net Banking
5462,9,Debit Card
5463,6,Credit Card
5464,5,Credit Card
5465,4,Debit Card
5466,5,Cash on Delivery
5467,2,Cash on Delivery
5468,10,UPI
5469,2,Cash on Delivery
5470,4,Credit Card
5471,9,Cash on Delivery
5472,4,Debit Card
5473,1,Credit Card
5474,8,Cash on Delivery
5475,1,Cash on Delivery
5476,2,Debit Card
5477,5,Credit Card
5478,8,Net Banking
5479,5,UPI
5480,6,UPI
5481,4,Credit Card
5482,7,Cash on Delivery
5483,2,Debit Card
5484,2,Cash on Delivery
5485,4,Cash on Delivery
5486,4,Credit Card
5487,2,Net Banking
5488,9,Credit Card
5489,9,Credit Card
5490,1,Debit Card
5491,7,Cash on Delivery
5492,1,Cash on Delivery
5493,4,UPI
5494,6,Debit Card
5495,10,Credit Card
5496,10,Cash on Delivery
5497,2,Debit Card
5498,6,Cash on Delivery
5499,7,Cash on Delivery
5500,10,Net Banking
5501,9,Credit Card
5502,10,Cash on Delivery
5503,6,UPI
5504,4,Credit Card
5505,8,Cash on Delivery
5506,5,UPI
5507,6,Net Banking
5508,10,Debit Card
5509,8,Debit Card
5510,1,Debit Card
5511,6,Net Banking
5512,2,Cash on Delivery
5513,3,Debit Card
5514,3,Debit Card
5515,8,Cash on Delivery
5516,4,Credit Card
5517,5,Cash on Delivery
5518,6,Net Banking
5519,6,Credit Card
5520,1,Credit Card
5521,6,Debit Card
5522,6,Debit Card
5523,5,Cash on Delivery
5524,1,Cash on Delivery
5525,4,Debit Card
5526,8,UPI
5527,9,Debit Card
5528,4,Cash on Delivery
5529,1,Debit Card
5530,9,Credit Card
5531,6,Debit Card
5532,5,Credit Card
5533,4,Net Banking
5534,7,Credit Card
5535,2,Debit Card
5536,10,UPI
5537,8,Debit Card
5538,3,Credit Card
5539,8,UPI
5540,7,UPI
5541,2,Debit Card
5542,5,Cash on Delivery
5543,10,UPI
5544,2,UPI
5545,2,UPI
5546,6,Debit Card
5547,1,Cash on Delivery
5548,4,Credit Card
5549,9,UPI
5550,5,Cash on Delivery
5551,3,Debit Card
5552,8,UPI
5553,6,UPI
5554,9,Credit Card
5555,3,UPI
5556,8,Debit Card
5557,4,UPI
5558,9,Net Banking
5559,10,Net Banking
5560,7,Debit Card
5561,8,Cash on Delivery
5562,1,Net Banking
5563,4,Net Banking
5564,2,Credit Card
5565,5,Credit Card
5566,10,Debit Card
5567,6,UPI
5568,4,Credit Card
5569,2,Debit Card
5570,5,Net Banking
5571,9,Cash on Delivery
5572,5,UPI
5573,5,UPI
5574,3,Debit Card
5575,6,Credit Card
5576,4,Credit Card
5577,1,Credit Card
5578,10,Net Banking
5579,9,Credit Card
5580,2,UPI
5581,4,Credit Card
5582,5,Credit Card
5583,8,Credit Card
5584,10,Debit Card
5585,4,Credit Card
5586,6,Cash on Delivery
5587,2,UPI
5588,9,Debit Card
5589,3,Net Banking
5590,1,Credit Card
5591,4,Cash on Delivery
5592,10,UPI
5593,2,Credit Card
5594,6,Debit Card
5595,6,Debit Card
5596,8,Net Banking
5597,7,Debit Card
5598,10,UPI
5599,4,UPI
5600,10,Cash on Delivery
5601,8,Debit Card
5602,4,Cash on Delivery
5603,4,Net Banking
5604,6,Credit Card
5605,6,Cash on Delivery
5606,7,UPI
5607,10,Credit Card
5608,3,UPI
5609,9,UPI
5610,8,Credit Card
5611,1,UPI
5612,8,Cash on Delivery
5613,5,Net Banking
5614,8,Net Banking
5615,9,UPI
5616,6,Credit Card
5617,1,Debit Card
5618,1,Debit Card
5619,2,Net Banking
5620,5,UPI
5621,9,UPI
5622,10,Credit Card
5623,4,Credit Card
5624,2,Credit Card
5625,4,UPI
5626,5,Net Banking
5627,6,Debit Card
5628,5,Net Banking
5629,4,Debit Card
5630,8,Net Banking
5631,2,Credit Card
5632,1,Credit Card
5633,2,Debit Card
5634,8,Debit Card
5635,7,UPI
5636,3,Credit Card
5637,5,Credit Card
5638,3,Credit Card
5639,3,Debit Card
5640,4,Cash on Delivery
5641,4,Cash on Delivery
5642,6,UPI
5643,6,Net Banking
5644,10,Credit Card
5645,6,Credit Card
5646,9,Cash on Delivery
5647,8,UPI
5648,10,Credit Card
5649,2,Cash on Delivery
5650,4,Debit Card
5651,4,UPI
5652,8,Credit Card
5653,4,Net Banking
5654,4,Cash on Delivery
5655,1,Credit Card
5656,1,Debit Card
5657,6,Net Banking
5658,3,Net Banking
5659,9,UPI
5660,4,Cash on Delivery
5661,5,Cash on Delivery
5662,10,Cash on Delivery
5663,9,Net Banking
5664,1,Debit Card
5665,8,UPI
5666,9,Credit Card
5667,5,UPI
5668,7,Debit Card
5669,10,UPI
5670,9,UPI
5671,2,Net Banking
5672,5,Debit Card
5673,7,Cash on Delivery
5674,9,Cash on Delivery
5675,3,Debit Card
5676,10,Credit Card
5677,5,Net Banking
5678,4,UPI
5679,10,Debit Card
5680,8,Debit Card
5681,6,Debit Card
5682,3,Credit Card
5683,9,Net Banking
5684,6,Cash on Delivery
5685,6,Cash on Delivery
5686,5,Credit Card
5687,9,UPI
5688,4,Net Banking
5689,8,Credit Card
5690,7,Debit Card
5691,4,UPI
5692,3,Debit Card
5693,5,Credit Card
5694,4,UPI
5695,7,Debit Card
5696,10,Debit Card
5697,3,Credit Card
5698,8,Credit Card
5699,1,UPI
5700,9,UPI
5701,10,Net Banking
5702,8,UPI
5703,2,Debit Card
5704,3,UPI
5705,7,UPI
5706,10,Credit Card
5707,6,UPI
5708,6,Cash on Delivery
5709,1,Net Banking
5710,4,Cash on Delivery
5711,9,Credit Card
5712,4,UPI
5713,9,Cash on Delivery
5714,7,Debit Card
5715,1,Debit Card
5716,10,Debit Card
5717,1,UPI
5718,8,Credit Card
5719,9,Net Banking
5720,5,Cash on Delivery
5721,9,Debit Card
5722,6,Net Banking
5723,5,UPI
5724,1,Debit Card
5725,7,Debit Card
5726,9,Net Banking
5727,8,Debit Card
5728,5,Net Banking
5729,8,Credit Card
5730,4,Cash on Delivery
5731,5,Credit Card
5732,10,Cash on Delivery
5733,7,Cash on Delivery
5734,3,UPI
5735,10,Cash on Delivery
5736,5,Debit Card
5737,1,Debit Card
5738,8,Net Banking
5739,6,Credit Card
5740,5,Net Banking
5741,9,Credit Card
5742,2,Credit Card
5743,7,Credit Card
5744,2,Debit Card
5745,1,UPI
5746,1,Debit Card
5747,5,Net Banking
5748,4,Cash on Delivery
5749,1,UPI
5750,9,Net Banking
5751,2,Debit Card
5752,9,Credit Card
5753,7,UPI
5754,1,Net Banking
5755,6,Debit Card
5756,8,Credit Card
5757,4,Debit Card
5758,7,Credit Card
5759,4,Net Banking
5760,3,Cash on Delivery
5761,5,Net Banking
5762,10,Net Banking
5763,5,Debit Card
5764,3,Net Banking
5765,6,Net Banking
5766,2,UPI
5767,8,Net Banking
5768,3,Net Banking
5769,10,Net Banking
5770,2,Cash on Delivery
5771,1,UPI
5772,10,Net Banking
5773,10,Cash on Delivery
5774,9,Debit Card
5775,3,Net Banking
5776,8,Cash on Delivery
5777,7,UPI
5778,9,Credit Card
5779,4,UPI
5780,7,Debit Card
5781,3,Cash on Delivery
5782,4,Debit Card
5783,7,Credit Card
5784,1,Credit Card
5785,6,UPI
5786,4,Cash on Delivery
5787,2,Debit Card
5788,2,Debit Card
5789,5,Credit Card
5790,4,Net Banking
5791,10,UPI
5792,3,Net Banking
5793,9,Net Banking
5794,6,Credit Card
5795,6,Debit Card
5796,5,UPI
5797,4,Credit Card
5798,4,Cash on Delivery
5799,4,UPI
5800,8,Debit Card
5801,1,Credit Card
5802,1,Debit Card
5803,2,Credit Card
5804,7,Credit Card
5805,3,Debit Card
5806,4,Debit Card
5807,3,Debit Card
5808,10,Credit Card
5809,1,Net Banking
5810,3,Cash on Delivery
5811,4,Net Banking
5812,4,Net Banking
5813,8,Debit Card
5814,9,Cash on Delivery
5815,3,Credit Card
5816,7,Cash on Delivery
5817,7,Net Banking
5818,5,Credit Card
5819,1,UPI
5820,2,Debit Card
5821,6,Credit Card
5822,8,Debit Card
5823,5,Debit Card
5824,2,Credit Card
5825,3,Cash on Delivery
5826,5,UPI
5827,7,UPI
5828,8,Cash on Delivery
5829,9,Debit Card
5830,8,Debit Card
5831,6,Credit Card
5832,4,Debit Card
5833,4,Debit Card
5834,5,Debit Card
5835,5,Credit Card
5836,3,UPI
5837,6,Debit Card
5838,7,Credit Card
5839,2,Net Banking
5840,9,Credit Card
5841,10,Credit Card
5842,2,Debit Card
5843,8,Credit Card
5844,3,Debit Card
5845,1,Debit Card
5846,10,Credit Card
5847,3,UPI
5848,3,Credit Card
5849,3,Net Banking
5850,1,Debit Card
5851,9,UPI
5852,9,Net Banking
5853,9,Net Banking
5854,2,Cash on Delivery
5855,7,Debit Card
5856,9,UPI
5857,10,Cash on Delivery
5858,4,Net Banking
5859,8,Cash on Delivery
5860,10,UPI
5861,5,Debit Card
5862,9,Debit Card
5863,2,Net Banking
5864,6,Debit Card
5865,9,Credit Card
5866,3,Cash on Delivery
5867,8,Net Banking
5868,8,Net Banking
5869,9,Debit Card
5870,7,Credit Card
5871,8,Debit Card
5872,3,Net Banking
5873,6,Credit Card
5874,4,Cash on Delivery
5875,2,Cash on Delivery
5876,5,Debit Card
5877,7,UPI
5878,1,Net Banking
5879,5,Credit Card
5880,6,Credit Card
5881,2,Credit Card
5882,5,Cash on Delivery
5883,6,UPI
5884,6,Debit Card
5885,2,UPI
5886,3,Credit Card
5887,10,Debit Card
5888,6,Net Banking
5889,5,Credit Card
5890,8,Net Banking
5891,5,Credit Card
5892,4,Credit Card
5893,2,Credit Card
5894,6,UPI
5895,7,Cash on Delivery
5896,4,UPI
5897,9,Cash on Delivery
5898,6,Credit Card
5899,5,Cash on Delivery
5900,4,Net Banking
5901,8,UPI
5902,4,Cash on Delivery
5903,9,Credit Card
5904,6,UPI
5905,6,Debit Card
5906,6,Credit Card
5907,9,Net Banking
5908,9,Credit Card
5909,4,Credit Card
5910,5,UPI
5911,7,Net Banking
5912,10,Net Banking
5913,9,Debit Card
5914,7,UPI
5915,10,Credit Card
5916,8,Credit Card
5917,9,UPI
5918,5,UPI
5919,6,Cash on Delivery
5920,8,Credit Card
5921,5,Credit Card
5922,1,Cash on Delivery
5923,2,UPI
5924,5,UPI
5925,2,UPI
5926,5,Cash on Delivery
5927,2,UPI
5928,9,Cash on Delivery
5929,4,Credit Card
5930,3,Debit Card
5931,3,Credit Card
5932,5,Debit Card
5933,8,Net Banking
5934,1,UPI
5935,7,Net Banking
5936,7,Net Banking
5937,8,Credit Card
5938,4,Cash on Delivery
5939,7,Debit Card
5940,8,Cash on Delivery
5941,2,Credit Card
5942,2,Net Banking
5943,3,Net Banking
5944,2,Debit Card
5945,1,Cash on Delivery
5946,2,Debit Card
5947,9,Cash on Delivery
5948,8,Debit Card
5949,1,Cash on Delivery
5950,8,Net Banking
5951,6,Cash on Delivery
5952,6,Debit Card
5953,2,Cash on Delivery
5954,6,UPI
5955,9,Net Banking
5956,5,Net Banking
5957,2,Cash on Delivery
5958,1,Credit Card
5959,8,Debit Card
5960,6,Debit Card
5961,8,Net Banking
5962,9,Credit Card
5963,10,Net Banking
5964,9,Credit Card
5965,9,UPI
5966,3,Cash on Delivery
5967,8,Cash on Delivery
5968,5,Cash on Delivery
5969,7,Net Banking
5970,8,Net Banking
5971,9,Debit Card
5972,5,Credit Card
5973,2,Cash on Delivery
5974,1,Credit Card
5975,2,UPI
5976,5,Debit Card
5977,8,Credit Card
5978,6,Debit Card
5979,10,Debit Card
5980,9,Credit Card
5981,3,Net Banking
5982,5,Net Banking
5983,3,Debit Card
5984,5,Net Banking
5985,8,Debit Card
5986,6,Debit Card
5987,8,UPI
5988,4,Net Banking
5989,10,Credit Card
5990,7,Debit Card
5991,2,Debit Card
5992,7,UPI
5993,4,Net Banking
5994,4,Net Banking
5995,3,Debit Card
5996,4,Credit Card
5997,10,Debit Card
5998,9,Cash on Delivery
5999,8,Debit Card
6000,8,Net Banking
6001,1,Credit Card
6002,2,Credit Card
6003,8,UPI
6004,9,Debit Card
6005,6,Net Banking
6006,6,Cash on Delivery
6007,10,Debit Card
6008,4,Credit Card
6009,1,UPI
6010,2,UPI
6011,6,Debit Card
6012,1,Cash on Delivery
6013,4,Debit Card
6014,8,UPI
6015,6,Cash on Delivery
6016,10,Net Banking
6017,6,Debit Card
6018,3,UPI
6019,6,Debit Card
6020,7,UPI
6021,9,Net Banking
6022,8,UPI
6023,1,Cash on Delivery
6024,1,UPI
6025,5,UPI
6026,4,Cash on Delivery
6027,2,Net Banking
6028,7,Cash on Delivery
6029,5,Debit Card
6030,10,Credit Card
6031,3,Credit Card
6032,2,Cash on Delivery
6033,10,Cash on Delivery
6034,3,Debit Card
6035,8,UPI
6036,9,UPI
6037,2,Debit Card
6038,9,UPI
6039,9,Credit Card
6040,6,UPI
6041,1,Debit Card
6042,1,Cash on Delivery
6043,5,Credit Card
6044,6,Net Banking
6045,9,UPI
6046,1,Cash on Delivery
6047,6,Credit Card
6048,10,Debit Card
6049,1,Cash on Delivery
6050,2,Cash on Delivery
6051,9,Net Banking
6052,5,Cash on Delivery
6053,4,UPI
6054,5,UPI
6055,3,Credit Card
6056,3,Net Banking
6057,2,Debit Card
6058,9,Debit Card
6059,8,Credit Card
6060,4,Debit Card
6061,6,UPI
6062,5,Cash on Delivery
6063,9,Cash on Delivery
6064,6,UPI
6065,8,Net Banking
6066,2,Cash on Delivery
6067,5,Net Banking
6068,1,Net Banking
6069,5,Credit Card
6070,6,Credit Card
6071,6,Credit Card
6072,10,Cash on Delivery
6073,6,Debit Card
6074,6,Cash on Delivery
6075,9,UPI
6076,2,Net Banking
6077,2,Credit Card
6078,1,Net Banking
6079,4,Net Banking
6080,5,Net Banking
6081,5,UPI
6082,6,Net Banking
6083,7,Cash on Delivery
6084,2,UPI
6085,7,Net Banking
6086,3,Credit Card
6087,7,Net Banking
6088,7,Credit Card
6089,1,Cash on Delivery
6090,7,Cash on Delivery
6091,10,Cash on Delivery
6092,8,UPI
6093,10,Cash on Delivery
6094,7,UPI
6095,8,Debit Card
6096,5,Credit Card
6097,3,Net Banking
6098,8,Debit Card
6099,6,Credit Card
6100,6,UPI
6101,3,Net Banking
6102,7,Cash on Delivery
6103,4,UPI
6104,6,Credit Card
6105,6,Net Banking
6106,2,Cash on Delivery
6107,8,Credit Card
6108,10,Cash on Delivery
6109,3,Debit Card
6110,10,Credit Card
6111,9,Cash on Delivery
6112,3,Cash on Delivery
6113,7,Cash on Delivery
6114,7,Cash on Delivery
6115,4,Net Banking
6116,10,Net Banking
6117,10,Credit Card
6118,7,Net Banking
6119,6,Credit Card
6120,5,Cash on Delivery
6121,4,Debit Card
6122,9,Debit Card
6123,8,Cash on Delivery
6124,5,Net Banking
6125,6,Net Banking
6126,5,UPI
6127,9,Net Banking
6128,7,Credit Card
6129,3,Credit Card
6130,7,Net Banking
6131,5,Debit Card
6132,7,UPI
6133,10,Net Banking
6134,7,Cash on Delivery
6135,7,Net Banking
6136,7,Net Banking
6137,7,Credit Card
6138,5,Net Banking
6139,4,Debit Card
6140,4,Credit Card
6141,3,Debit Card
6142,7,Net Banking
6143,10,Cash on Delivery
6144,1,UPI
6145,8,Net Banking
6146,1,Debit Card
6147,10,UPI
6148,1,Credit Card
6149,9,Debit Card
6150,5,UPI
6151,1,Net Banking
6152,2,Credit Card
6153,10,Cash on Delivery
6154,10,Debit Card
6155,3,Cash on Delivery
6156,7,UPI
6157,3,Debit Card
6158,4,Credit Card
6159,4,Debit Card
6160,5,Credit Card
6161,3,Debit Card
6162,8,UPI
6163,3,Cash on Delivery
6164,3,Cash on Delivery
6165,8,Net Banking
6166,9,Debit Card
6167,8,Credit Card
6168,4,Cash on Delivery
6169,2,Net Banking
6170,3,Net Banking
6171,10,Credit Card
6172,7,Net Banking
6173,4,Debit Card
6174,7,Net Banking
6175,4,Cash on Delivery
6176,9,Debit Card
6177,4,Credit Card
6178,8,Credit Card
6179,2,Net Banking
6180,9,UPI
6181,10,Cash on Delivery
6182,6,Net Banking
6183,4,Cash on Delivery
6184,6,Debit Card
6185,10,Credit Card
6186,10,Debit Card
6187,5,Cash on Delivery
6188,10,Debit Card
6189,8,Debit Card
6190,6,Cash on Delivery
6191,1,Debit Card
6192,10,Debit Card
6193,10,UPI
6194,9,UPI
6195,7,Cash on Delivery
6196,8,UPI
6197,1,Net Banking
6198,2,UPI
6199,1,Debit Card
6200,3,Cash on Delivery
6201,5,Net Banking
6202,4,Credit Card
6203,9,Cash on Delivery
6204,4,Net Banking
6205,8,Credit Card
6206,10,Net Banking
6207,3,Cash on Delivery
6208,7,Net Banking
6209,5,Debit Card
6210,8,Cash on Delivery
6211,4,UPI
6212,2,Cash on Delivery
6213,6,Cash on Delivery
6214,9,Net Banking
6215,9,UPI
6216,1,Cash on Delivery
6217,10,Cash on Delivery
6218,3,Net Banking
6219,10,UPI
6220,9,Credit Card
6221,7,Net Banking
6222,2,Credit Card
6223,4,Net Banking
6224,7,Debit Card
6225,8,Cash on Delivery
6226,1,UPI
6227,9,Credit Card
6228,10,Net Banking
6229,9,Debit Card
6230,10,UPI
6231,8,UPI
6232,10,Net Banking
6233,2,Credit Card
6234,1,Credit Card
6235,8,Net Banking
6236,8,Net Banking
6237,9,Net Banking
6238,2,Net Banking
6239,10,UPI
6240,4,Net Banking
6241,8,Debit Card
6242,7,Cash on Delivery
6243,6,Cash on Delivery
6244,10,Net Banking
6245,7,UPI
6246,8,Net Banking
6247,3,Net Banking
6248,8,Net Banking
6249,3,Credit Card
6250,6,Debit Card
6251,5,Net Banking
6252,6,UPI
6253,8,Credit Card
6254,4,Net Banking
6255,5,Net Banking
6256,6,Cash on Delivery
6257,7,Cash on Delivery
6258,5,Credit Card
6259,1,Net Banking
6260,10,UPI
6261,6,Debit Card
6262,8,Net Banking
6263,3,Cash on Delivery
6264,7,Debit Card
6265,9,Net Banking
6266,4,Credit Card
6267,1,UPI
6268,1,Net Banking
6269,5,Debit Card
6270,4,Cash on Delivery
6271,3,Net Banking
6272,9,Credit Card
6273,10,UPI
6274,3,Debit Card
6275,8,Credit Card
6276,4,Debit Card
6277,2,Credit Card
6278,9,UPI
6279,9,Credit Card
6280,4,Credit Card
6281,7,UPI
6282,8,UPI
6283,5,UPI
6284,2,Credit Card
6285,7,Net Banking
6286,2,Debit Card
6287,5,Cash on Delivery
6288,6,UPI
6289,4,Net Banking
6290,2,UPI
6291,7,UPI
6292,4,Debit Card
6293,1,Cash on Delivery
6294,3,Net Banking
6295,4,UPI
6296,3,UPI
6297,9,UPI
6298,1,Debit Card
6299,4,Net Banking
6300,1,UPI
6301,2,Net Banking
6302,4,UPI
6303,8,Net Banking
6304,10,Debit Card
6305,7,Cash on Delivery
6306,6,Cash on Delivery
6307,7,Net Banking
6308,1,Cash on Delivery
6309,9,UPI
6310,5,Cash on Delivery
6311,6,Cash on Delivery
6312,7,Debit Card
6313,8,Cash on Delivery
6314,8,Debit Card
6315,6,Debit Card
6316,1,Cash on Delivery
6317,4,Cash on Delivery
6318,9,Net Banking
6319,5,Cash on Delivery
6320,3,Credit Card
6321,10,Net Banking
6322,1,Cash on Delivery
6323,10,Net Banking
6324,8,Net Banking
6325,9,UPI
6326,2,Cash on Delivery
6327,3,Net Banking
6328,3,Debit Card
6329,1,Credit Card
6330,3,Net Banking
6331,5,Cash on Delivery
6332,2,Cash on Delivery
6333,1,Cash on Delivery
6334,6,Debit Card
6335,1,Debit Card
6336,10,Net Banking
6337,7,Credit Card
6338,6,UPI
6339,1,Debit Card
6340,7,Debit Card
6341,9,Credit Card
6342,3,Cash on Delivery
6343,5,Net Banking
6344,5,Debit Card
6345,3,Credit Card
6346,6,Cash on Delivery
6347,3,Net Banking
6348,3,Debit Card
6349,10,Cash on Delivery
6350,6,Net Banking
6351,8,Net Banking
6352,8,UPI
6353,10,Credit Card
6354,10,Credit Card
6355,3,Cash on Delivery
6356,2,Debit Card
6357,7,Debit Card
6358,3,Credit Card
6359,9,Cash on Delivery
6360,7,Credit Card
6361,2,UPI
6362,8,Debit Card
